年月底別,行政區,土地面積[平方公里],里數[里],鄰數[鄰],戶數[戶],人口數/總計[人],人口數/男[人],人口數/女[人],性比例[男/百女],戶量[人/戶],人口密度[人/平方公里]
87年1月,總計,271.7997,435,9892,854969,2600118,1296241,1303877,99.41,3.04,9566
87年1月,松山區,9.2878,33,770,69659,206030,100344,105686,94.95,2.96,22183
87年1月,信義區,11.2077,41,956,81292,239970,121016,118954,101.73,2.95,21411
87年1月,大安區,11.3614,54,1070,108004,314597,153808,160789,95.66,2.91,27690
87年1月,中山區,13.6821,40,892,77279,212317,104070,108247,96.14,2.75,15518
87年1月,中正區,7.6071,31,643,57554,165072,82681,82391,100.35,2.87,21700
87年1月,大同區,5.6815,26,622,42097,133663,67539,66124,102.14,3.18,23526
87年1月,萬華區,8.8522,36,748,68246,208447,106838,101609,105.15,3.05,23547
87年1月,文山區,31.509,37,1049,78231,235659,118020,117639,100.32,3.01,7479
87年1月,南港區,21.8424,18,438,33823,110987,56292,54695,102.92,3.28,5081
87年1月,內湖區,31.5787,29,860,75017,237573,118119,119454,98.88,3.17,7523
87年1月,士林區,62.3682,50,990,89470,293806,146381,147425,99.29,3.28,4711
87年1月,北投區,56.8216,40,854,74297,241997,121133,120864,100.22,3.26,4259
87年2月,總計,271.7997,435,9892,855955,2601042,1296331,1304711,99.36,3.04,9570
87年2月,松山區,9.2878,33,770,69675,206163,100386,105777,94.9,2.96,22197
87年2月,信義區,11.2077,41,956,81380,240113,121057,119056,101.68,2.95,21424
87年2月,大安區,11.3614,54,1070,108069,314733,153779,160954,95.54,2.91,27702
87年2月,中山區,13.6821,40,892,77242,212174,103964,108210,96.08,2.75,15507
87年2月,中正區,7.6071,31,643,57650,165313,82773,82540,100.28,2.87,21731
87年2月,大同區,5.6815,26,622,42244,133954,67693,66261,102.16,3.17,23577
87年2月,萬華區,8.8522,36,748,68374,208424,106824,101600,105.14,3.05,23545
87年2月,文山區,31.509,37,1049,78423,235849,118101,117748,100.3,3.01,7485
87年2月,南港區,21.8424,18,438,33851,110885,56225,54660,102.86,3.28,5077
87年2月,內湖區,31.5787,29,860,75156,237791,118203,119588,98.84,3.16,7530
87年2月,士林區,62.3682,50,990,89498,293672,146288,147384,99.26,3.28,4709
87年2月,北投區,56.8216,40,854,74393,241971,121038,120933,100.09,3.25,4258
87年3月,總計,271.7997,435,9897,857795,2605761,1298479,1307282,99.33,3.04,9587
87年3月,松山區,9.2878,33,770,69805,206454,100545,105909,94.94,2.96,22229
87年3月,信義區,11.2077,41,956,81454,240458,121182,119276,101.6,2.95,21455
87年3月,大安區,11.3614,54,1070,108165,315312,154015,161297,95.49,2.92,27753
87年3月,中山區,13.6821,40,892,77420,212649,104143,108506,95.98,2.75,15542
87年3月,中正區,7.6071,31,643,57713,165552,82864,82688,100.21,2.87,21763
87年3月,大同區,5.6815,26,627,42369,134175,67819,66356,102.2,3.17,23616
87年3月,萬華區,8.8522,36,748,68507,208499,106876,101623,105.17,3.04,23553
87年3月,文山區,31.509,37,1049,78769,236682,118514,118168,100.29,3,7512
87年3月,南港區,21.8424,18,438,33884,110746,56185,54561,102.98,3.27,5070
87年3月,內湖區,31.5787,29,860,75478,238652,118626,120026,98.83,3.16,7557
87年3月,士林區,62.3682,50,990,89673,294242,146526,147716,99.19,3.28,4718
87年3月,北投區,56.8216,40,854,74558,242340,121184,121156,100.02,3.25,4265
87年4月,總計,271.7997,435,9897,859483,2608827,1299671,1309156,99.28,3.04,9598
87年4月,松山區,9.2878,33,770,69886,206698,100640,106058,94.89,2.96,22255
87年4月,信義區,11.2077,41,956,81528,240508,121163,119345,101.52,2.95,21459
87年4月,大安區,11.3614,54,1070,108310,315792,154203,161589,95.43,2.92,27795
87年4月,中山區,13.6821,40,892,77557,212906,104227,108679,95.9,2.75,15561
87年4月,中正區,7.6071,31,643,57805,165707,82923,82784,100.17,2.87,21783
87年4月,大同區,5.6815,26,627,42444,134239,67841,66398,102.17,3.16,23627
87年4月,萬華區,8.8522,36,748,68609,208423,106813,101610,105.12,3.04,23545
87年4月,文山區,31.509,37,1049,79092,237390,118830,118560,100.23,3,7534
87年4月,南港區,21.8424,18,438,33945,110813,56199,54614,102.9,3.26,5073
87年4月,內湖區,31.5787,29,860,75734,239177,118867,120310,98.8,3.16,7574
87年4月,士林區,62.3682,50,990,89835,294485,146592,147893,99.12,3.28,4722
87年4月,北投區,56.8216,40,854,74738,242689,121373,121316,100.05,3.25,4271
87年5月,總計,271.7997,435,9897,861289,2612246,1301049,1311197,99.23,3.03,9611
87年5月,松山區,9.2878,33,770,70003,206953,100750,106203,94.87,2.96,22282
87年5月,信義區,11.2077,41,956,81602,240631,121221,119410,101.52,2.95,21470
87年5月,大安區,11.3614,54,1070,108480,316249,154312,161937,95.29,2.92,27835
87年5月,中山區,13.6821,40,892,77754,213189,104356,108833,95.89,2.74,15582
87年5月,中正區,7.6071,31,643,57914,166050,83043,83007,100.04,2.87,21828
87年5月,大同區,5.6815,26,627,42513,134235,67837,66398,102.17,3.16,23627
87年5月,萬華區,8.8522,36,748,68743,208543,106896,101647,105.16,3.03,23558
87年5月,文山區,31.509,37,1049,79421,238182,119192,118990,100.17,3,7559
87年5月,南港區,21.8424,18,438,34001,110896,56256,54640,102.96,3.26,5077
87年5月,內湖區,31.5787,29,860,75909,239423,118971,120452,98.77,3.15,7582
87年5月,士林區,62.3682,50,990,90000,294840,146702,148138,99.03,3.28,4727
87年5月,北投區,56.8216,40,854,74949,243055,121513,121542,99.98,3.24,4278
87年6月,總計,271.7997,435,9897,864300,2622171,1305285,1316886,99.12,3.03,9647
87年6月,松山區,9.2878,33,770,70189,207680,101071,106609,94.81,2.96,22361
87年6月,信義區,11.2077,41,956,81831,241387,121537,119850,101.41,2.95,21538
87年6月,大安區,11.3614,54,1070,108709,317520,154845,162675,95.19,2.92,27947
87年6月,中山區,13.6821,40,892,78062,214046,104672,109374,95.7,2.74,15644
87年6月,中正區,7.6071,31,643,58136,166795,83364,83431,99.92,2.87,21926
87年6月,大同區,5.6815,26,627,42628,134451,67895,66556,102.01,3.15,23665
87年6月,萬華區,8.8522,36,748,68967,209098,107143,101955,105.09,3.03,23621
87年6月,文山區,31.509,37,1049,79986,239963,120047,119916,100.11,3,7616
87年6月,南港區,21.8424,18,438,34108,111197,56344,54853,102.72,3.26,5091
87年6月,內湖區,31.5787,29,860,76254,240464,119448,121016,98.7,3.15,7615
87年6月,士林區,62.3682,50,990,90237,295727,147120,148607,99,3.28,4742
87年6月,北投區,56.8216,40,854,75193,243843,121799,122044,99.8,3.24,4291
87年7月,總計,271.7997,435,9915,866101,2628310,1307894,1320416,99.05,3.03,9670
87年7月,松山區,9.2878,33,770,70269,208011,101182,106829,94.71,2.96,22396
87年7月,信義區,11.2077,41,958,81976,241895,121757,120138,101.35,2.95,21583
87年7月,大安區,11.3614,54,1070,108870,318314,155149,163165,95.09,2.92,28017
87年7月,中山區,13.6821,40,892,78217,214488,104851,109637,95.63,2.74,15677
87年7月,中正區,7.6071,31,643,58241,167136,83483,83653,99.8,2.87,21971
87年7月,大同區,5.6815,26,627,42593,134442,67905,66537,102.06,3.16,23663
87年7月,萬華區,8.8522,36,748,69139,209437,107281,102156,105.02,3.03,23659
87年7月,文山區,31.509,37,1049,80260,240979,120529,120450,100.07,3,7648
87年7月,南港區,21.8424,18,454,34230,111586,56531,55055,102.68,3.26,5109
87年7月,內湖區,31.5787,29,860,76625,241510,119926,121584,98.64,3.15,7648
87年7月,士林區,62.3682,50,990,90357,296146,147269,148877,98.92,3.28,4748
87年7月,北投區,56.8216,40,854,75324,244366,122031,122335,99.75,3.24,4301
87年8月,總計,271.7997,435,9922,867592,2631230,1308893,1322337,98.98,3.03,9681
87年8月,松山區,9.2878,33,775,70286,207953,101168,106785,94.74,2.96,22390
87年8月,信義區,11.2077,41,958,82111,242219,121889,120330,101.3,2.95,21612
87年8月,大安區,11.3614,54,1070,108967,318577,155159,163418,94.95,2.92,28040
87年8月,中山區,13.6821,40,892,78342,214749,104957,109792,95.6,2.74,15696
87年8月,中正區,7.6071,31,643,58282,167173,83436,83737,99.64,2.87,21976
87年8月,大同區,5.6815,26,627,42598,134404,67859,66545,101.97,3.16,23656
87年8月,萬華區,8.8522,36,750,69172,209455,107259,102196,104.95,3.03,23661
87年8月,文山區,31.509,37,1049,80507,241554,120801,120753,100.04,3,7666
87年8月,南港區,21.8424,18,454,34385,111833,56638,55195,102.61,3.25,5120
87年8月,內湖區,31.5787,29,860,76957,242327,120316,122011,98.61,3.15,7674
87年8月,士林區,62.3682,50,990,90506,296324,147296,149028,98.84,3.27,4751
87年8月,北投區,56.8216,40,854,75479,244662,122115,122547,99.65,3.24,4306
87年9月,總計,271.7997,435,9921,868952,2633363,1309604,1323759,98.93,3.03,9689
87年9月,松山區,9.2878,33,775,70361,208000,101158,106842,94.68,2.96,22395
87年9月,信義區,11.2077,41,956,82299,242378,121912,120466,101.2,2.95,21626
87年9月,大安區,11.3614,54,1070,109152,318734,155175,163559,94.87,2.92,28054
87年9月,中山區,13.6821,40,892,78427,214962,105063,109899,95.6,2.74,15711
87年9月,中正區,7.6071,31,643,58222,166939,83317,83622,99.64,2.87,21945
87年9月,大同區,5.6815,26,627,42614,134397,67832,66565,101.9,3.15,23655
87年9月,萬華區,8.8522,36,750,69251,209616,107299,102317,104.87,3.03,23680
87年9月,文山區,31.509,37,1049,80829,242177,121062,121115,99.96,3,7686
87年9月,南港區,21.8424,18,454,34501,112001,56697,55304,102.52,3.25,5128
87年9月,內湖區,31.5787,29,860,77275,243053,120659,122394,98.58,3.15,7697
87年9月,士林區,62.3682,50,990,90480,296167,147197,148970,98.81,3.27,4749
87年9月,北投區,56.8216,40,855,75541,244939,122233,122706,99.61,3.24,4311
87年10月,總計,271.7997,435,9917,869279,2635524,1310344,1325180,98.88,3.03,9697
87年10月,松山區,9.2878,33,775,70383,208198,101257,106941,94.68,2.96,22416
87年10月,信義區,11.2077,41,959,82263,242401,121870,120531,101.11,2.95,21628
87年10月,大安區,11.3614,54,1070,108935,318424,155012,163412,94.86,2.92,28027
87年10月,中山區,13.6821,40,886,78445,215146,105113,110033,95.53,2.74,15725
87年10月,中正區,7.6071,31,643,58181,166842,83287,83555,99.68,2.87,21932
87年10月,大同區,5.6815,26,627,42636,134488,67815,66673,101.71,3.15,23671
87年10月,萬華區,8.8522,36,750,69191,209657,107313,102344,104.86,3.03,23684
87年10月,文山區,31.509,37,1049,80988,242780,121307,121473,99.86,3,7705
87年10月,南港區,21.8424,18,454,34608,112302,56806,55496,102.36,3.24,5141
87年10月,內湖區,31.5787,29,860,77465,243643,120932,122711,98.55,3.15,7715
87年10月,士林區,62.3682,50,990,90487,296269,147252,149017,98.82,3.27,4750
87年10月,北投區,56.8216,40,854,75697,245374,122380,122994,99.5,3.24,4318
87年11月,總計,271.7997,435,9919,869533,2638565,1311532,1327033,98.83,3.03,9708
87年11月,松山區,9.2878,33,775,70252,208121,101142,106979,94.54,2.96,22408
87年11月,信義區,11.2077,41,959,82222,242437,121833,120604,101.02,2.95,21631
87年11月,大安區,11.3614,54,1070,108953,318683,155147,163536,94.87,2.92,28050
87年11月,中山區,13.6821,40,886,78426,215390,105145,110245,95.37,2.75,15742
87年11月,中正區,7.6071,31,643,58171,166982,83324,83658,99.6,2.87,21951
87年11月,大同區,5.6815,26,627,42640,134615,67892,66723,101.75,3.16,23694
87年11月,萬華區,8.8522,36,750,69166,209798,107324,102474,104.73,3.03,23700
87年11月,文山區,31.509,37,1049,81097,243272,121536,121736,99.84,3,7721
87年11月,南港區,21.8424,18,454,34655,112501,56948,55553,102.51,3.25,5151
87年11月,內湖區,31.5787,29,860,77617,244246,121198,123048,98.5,3.15,7735
87年11月,士林區,62.3682,50,992,90526,296667,147434,149233,98.79,3.28,4757
87年11月,北投區,56.8216,40,854,75808,245853,122609,123244,99.48,3.24,4327
87年12月,總計,271.7997,435,9908,869803,2639939,1311789,1328150,98.77,3.04,9713
87年12月,松山區,9.2878,33,775,70241,208198,101134,107064,94.46,2.96,22416
87年12月,信義區,11.2077,41,959,82182,242500,121808,120692,100.92,2.95,21637
87年12月,大安區,11.3614,54,1070,109055,319003,155269,163734,94.83,2.93,28078
87年12月,中山區,13.6821,40,886,78265,215168,105013,110155,95.33,2.75,15726
87年12月,中正區,7.6071,31,632,57942,166532,83053,83479,99.49,2.87,21892
87年12月,大同區,5.6815,26,627,42601,134563,67861,66702,101.74,3.16,23684
87年12月,萬華區,8.8522,36,750,69193,209780,107242,102538,104.59,3.03,23698
87年12月,文山區,31.509,37,1049,81323,243939,121859,122080,99.82,3,7742
87年12月,南港區,21.8424,18,454,34759,112699,57020,55679,102.41,3.24,5160
87年12月,內湖區,31.5787,29,860,77764,244642,121405,123237,98.51,3.15,7747
87年12月,士林區,62.3682,50,992,90563,296810,147417,149393,98.68,3.28,4759
87年12月,北投區,56.8216,40,854,75915,246105,122708,123397,99.44,3.24,4331
88年1月,總計,271.7997,435,9908,870524,2640465,1311656,1328809,98.71,3.03,9715
88年1月,松山區,9.2878,33,775,70249,208146,101130,107016,94.5,2.96,22411
88年1月,信義區,11.2077,41,959,82270,242508,121763,120745,100.84,2.95,21638
88年1月,大安區,11.3614,54,1070,109128,318994,155200,163794,94.75,2.92,28077
88年1月,中山區,13.6821,40,886,78291,215240,105010,110230,95.26,2.75,15732
88年1月,中正區,7.6071,31,632,57892,166284,82867,83417,99.34,2.87,21859
88年1月,大同區,5.6815,26,627,42602,134449,67798,66651,101.72,3.16,23664
88年1月,萬華區,8.8522,36,750,69210,209758,107191,102567,104.51,3.03,23696
88年1月,文山區,31.509,37,1049,81502,244326,122023,122303,99.77,3,7754
88年1月,南港區,21.8424,18,454,34794,112732,57026,55706,102.37,3.24,5161
88年1月,內湖區,31.5787,29,860,77955,245090,121586,123504,98.45,3.14,7761
88年1月,士林區,62.3682,50,992,90546,296553,147253,149300,98.63,3.28,4755
88年1月,北投區,56.8216,40,854,76085,246385,122809,123576,99.38,3.24,4336
88年2月,總計,271.7997,435,9908,869840,2640102,1311401,1328701,98.7,3.04,9713
88年2月,松山區,9.2878,33,775,70208,207908,101034,106874,94.54,2.96,22385
88年2月,信義區,11.2077,41,959,81321,242599,121796,120803,100.82,2.98,21646
88年2月,大安區,11.3614,54,1070,109114,318696,155019,163677,94.71,2.92,28051
88年2月,中山區,13.6821,40,886,78259,215096,104948,110148,95.28,2.75,15721
88年2月,中正區,7.6071,31,632,57841,166093,82730,83363,99.24,2.87,21834
88年2月,大同區,5.6815,26,627,42621,134366,67754,66612,101.71,3.15,23650
88年2月,萬華區,8.8522,36,750,69194,209531,107087,102444,104.53,3.03,23670
88年2月,文山區,31.509,37,1049,81609,244653,122167,122486,99.74,3,7765
88年2月,南港區,21.8424,18,454,34764,112589,56972,55617,102.44,3.24,5155
88年2月,內湖區,31.5787,29,860,78209,245620,121837,123783,98.43,3.14,7778
88年2月,士林區,62.3682,50,992,90535,296460,147245,149215,98.68,3.27,4753
88年2月,北投區,56.8216,40,854,76165,246491,122812,123679,99.3,3.24,4338
88年3月,總計,271.7997,435,9909,871485,2640285,1311159,1329126,98.65,3.03,9714
88年3月,松山區,9.2878,33,775,70214,207748,100922,106826,94.47,2.96,22368
88年3月,信義區,11.2077,41,959,82352,242671,121767,120904,100.71,2.95,21652
88年3月,大安區,11.3614,54,1070,109117,318467,154855,163612,94.65,2.92,28031
88年3月,中山區,13.6821,40,886,78312,215144,104965,110179,95.27,2.75,15724
88年3月,中正區,7.6071,31,632,57829,165981,82663,83318,99.21,2.87,21819
88年3月,大同區,5.6815,26,627,42603,134164,67594,66570,101.54,3.15,23614
88年3月,萬華區,8.8522,36,751,69239,209424,107013,102411,104.49,3.02,23658
88年3月,文山區,31.509,37,1049,81846,245166,122388,122778,99.68,3,7781
88年3月,南港區,21.8424,18,454,34791,112639,56988,55651,102.4,3.24,5157
88年3月,內湖區,31.5787,29,860,78462,246165,122074,124091,98.37,3.14,7795
88年3月,士林區,62.3682,50,992,90448,296149,147080,149069,98.67,3.27,4748
88年3月,北投區,56.8216,40,854,76272,246567,122850,123717,99.3,3.23,4339
88年4月,總計,271.7997,435,9909,872050,2640225,1310747,1329478,98.59,3.03,9714
88年4月,松山區,9.2878,33,775,70257,207753,100936,106817,94.49,2.96,22368
88年4月,信義區,11.2077,41,959,82361,242549,121675,120874,100.66,2.94,21641
88年4月,大安區,11.3614,54,1070,109132,318422,154751,163671,94.55,2.92,28027
88年4月,中山區,13.6821,40,886,78273,214973,104829,110144,95.17,2.75,15712
88年4月,中正區,7.6071,31,632,57871,166068,82654,83414,99.09,2.87,21831
88年4月,大同區,5.6815,26,627,42615,134056,67535,66521,101.52,3.15,23595
88年4月,萬華區,8.8522,36,751,69213,209063,106802,102261,104.44,3.02,23617
88年4月,文山區,31.509,37,1049,82035,245529,122538,122991,99.63,2.99,7792
88年4月,南港區,21.8424,18,454,34843,112669,56990,55679,102.35,3.23,5158
88年4月,內湖區,31.5787,29,860,78610,246514,122277,124237,98.42,3.14,7806
88年4月,士林區,62.3682,50,992,90472,295983,146918,149065,98.56,3.27,4746
88年4月,北投區,56.8216,40,854,76368,246646,122842,123804,99.22,3.23,4341
88年5月,總計,271.7997,435,9921,873007,2640014,1310357,1329657,98.55,3.02,9713
88年5月,松山區,9.2878,33,783,70318,207670,100896,106774,94.49,2.95,22359
88年5月,信義區,11.2077,41,959,82340,242274,121529,120745,100.65,2.94,21617
88年5月,大安區,11.3614,54,1070,109114,318220,154593,163627,94.48,2.92,28009
88年5月,中山區,13.6821,40,886,78401,214939,104776,110163,95.11,2.74,15710
88年5月,中正區,7.6071,31,632,57911,166055,82633,83422,99.05,2.87,21829
88年5月,大同區,5.6815,26,627,42635,133978,67477,66501,101.47,3.14,23581
88年5月,萬華區,8.8522,36,751,69246,208745,106606,102139,104.37,3.01,23581
88年5月,文山區,31.509,37,1053,82290,246091,122784,123307,99.58,2.99,7810
88年5月,南港區,21.8424,18,454,34891,112629,56992,55637,102.44,3.23,5156
88年5月,內湖區,31.5787,29,860,78866,246903,122417,124486,98.34,3.13,7819
88年5月,士林區,62.3682,50,992,90487,295754,146780,148974,98.53,3.27,4742
88年5月,北投區,56.8216,40,854,76508,246756,122874,123882,99.19,3.23,4343
88年6月,總計,271.7997,435,9940,874230,2640322,1310368,1329954,98.53,3.02,9714
88年6月,松山區,9.2878,33,783,70439,207857,100966,106891,94.46,2.95,22380
88年6月,信義區,11.2077,41,959,82415,242238,121451,120787,100.55,2.94,21614
88年6月,大安區,11.3614,54,1070,109099,318043,154411,163632,94.36,2.92,27993
88年6月,中山區,13.6821,40,905,78460,214833,104763,110070,95.18,2.74,15702
88年6月,中正區,7.6071,31,632,58035,166150,82684,83466,99.06,2.86,21841
88年6月,大同區,5.6815,26,627,42707,133869,67409,66460,101.43,3.13,23562
88年6月,萬華區,8.8522,36,751,69313,208496,106527,101969,104.47,3.01,23553
88年6月,文山區,31.509,37,1053,82458,246531,122995,123536,99.56,2.99,7824
88年6月,南港區,21.8424,18,454,35098,112713,57038,55675,102.45,3.21,5160
88年6月,內湖區,31.5787,29,860,79070,247227,122537,124690,98.27,3.13,7829
88年6月,士林區,62.3682,50,992,90516,295706,146773,148933,98.55,3.27,4741
88年6月,北投區,56.8216,40,854,76620,246659,122814,123845,99.17,3.22,4341
88年7月,總計,271.7997,435,9948,875321,2640318,1310050,1330268,98.48,3.02,9714
88年7月,松山區,9.2878,33,783,70491,207913,100989,106924,94.45,2.95,22386
88年7月,信義區,11.2077,41,959,82487,242156,121338,120818,100.43,2.94,21606
88年7月,大安區,11.3614,54,1070,109152,317807,154248,163559,94.31,2.91,27973
88年7月,中山區,13.6821,40,904,78420,214772,104664,110108,95.06,2.74,15697
88年7月,中正區,7.6071,31,632,58027,166040,82587,83453,98.96,2.86,21827
88年7月,大同區,5.6815,26,627,42726,133762,67392,66370,101.54,3.13,23543
88年7月,萬華區,8.8522,36,751,69390,208418,106470,101948,104.44,3,23544
88年7月,文山區,31.509,37,1062,82687,246854,123103,123751,99.48,2.99,7834
88年7月,南港區,21.8424,18,454,35273,112916,57175,55741,102.57,3.2,5170
88年7月,內湖區,31.5787,29,860,79233,247459,122627,124832,98.23,3.12,7836
88年7月,士林區,62.3682,50,992,90629,295569,146654,148915,98.48,3.26,4739
88年7月,北投區,56.8216,40,854,76806,246652,122803,123849,99.16,3.21,4341
88年8月,總計,271.7997,435,9962,876084,2639169,1309373,1329796,98.46,3.01,9710
88年8月,松山區,9.2878,33,783,70483,207716,100889,106827,94.44,2.95,22364
88年8月,信義區,11.2077,41,959,82540,241942,121224,120718,100.42,2.93,21587
88年8月,大安區,11.3614,54,1070,109185,317437,154020,163417,94.25,2.91,27940
88年8月,中山區,13.6821,40,904,78385,214470,104501,109969,95.03,2.74,15675
88年8月,中正區,7.6071,31,632,58056,165882,82499,83383,98.94,2.86,21806
88年8月,大同區,5.6815,26,629,42767,133635,67368,66267,101.66,3.12,23521
88年8月,萬華區,8.8522,36,751,69445,208269,106352,101917,104.35,3,23527
88年8月,文山區,31.509,37,1075,82901,247249,123310,123939,99.49,2.98,7847
88年8月,南港區,21.8424,18,454,35344,112864,57155,55709,102.6,3.19,5167
88年8月,內湖區,31.5787,29,859,79416,247818,122818,125000,98.25,3.12,7848
88年8月,士林區,62.3682,50,992,90675,295293,146490,148803,98.45,3.26,4735
88年8月,北投區,56.8216,40,854,76887,246594,122747,123847,99.11,3.21,4340
88年9月,總計,271.7997,435,9965,877099,2638249,1308898,1329351,98.46,3.01,9707
88年9月,松山區,9.2878,33,783,70501,207335,100722,106613,94.47,2.94,22323
88年9月,信義區,11.2077,41,959,82654,241904,121187,120717,100.39,2.93,21584
88年9月,大安區,11.3614,54,1070,109264,317006,153736,163270,94.16,2.9,27902
88年9月,中山區,13.6821,40,904,78496,214495,104513,109982,95.03,2.73,15677
88年9月,中正區,7.6071,31,632,58023,165499,82310,83189,98.94,2.85,21756
88年9月,大同區,5.6815,26,629,42736,133456,67318,66138,101.78,3.12,23490
88年9月,萬華區,8.8522,36,751,69482,208081,106272,101809,104.38,2.99,23506
88年9月,文山區,31.509,37,1075,83180,247625,123483,124142,99.47,2.98,7859
88年9月,南港區,21.8424,18,454,35422,112953,57221,55732,102.67,3.19,5171
88年9月,內湖區,31.5787,29,859,79587,248117,122962,125155,98.25,3.12,7857
88年9月,士林區,62.3682,50,995,90798,295207,146420,148787,98.41,3.25,4733
88年9月,北投區,56.8216,40,854,76956,246571,122754,123817,99.14,3.2,4339
88年10月,總計,271.7997,435,9965,877970,2638204,1308466,1329738,98.4,3,9706
88年10月,松山區,9.2878,33,783,70580,207322,100663,106659,94.38,2.94,22322
88年10月,信義區,11.2077,41,959,82681,241846,121096,120750,100.29,2.93,21579
88年10月,大安區,11.3614,54,1070,109316,316806,153601,163205,94.12,2.9,27884
88年10月,中山區,13.6821,40,904,78537,214477,104459,110018,94.95,2.73,15676
88年10月,中正區,7.6071,31,632,58027,165400,82233,83167,98.88,2.85,21743
88年10月,大同區,5.6815,26,629,42749,133386,67279,66107,101.77,3.12,23477
88年10月,萬華區,8.8522,36,751,69536,208019,106226,101793,104.35,2.99,23499
88年10月,文山區,31.509,37,1075,83377,247922,123588,124334,99.4,2.97,7868
88年10月,南港區,21.8424,18,454,35490,113004,57223,55781,102.59,3.18,5174
88年10月,內湖區,31.5787,29,859,79841,248464,123078,125386,98.16,3.11,7868
88年10月,士林區,62.3682,50,995,90801,295002,146316,148686,98.41,3.25,4730
88年10月,北投區,56.8216,40,854,77035,246556,122704,123852,99.07,3.2,4339
88年11月,總計,271.7997,435,9967,878518,2639869,1309051,1330818,98.36,3,9713
88年11月,松山區,9.2878,33,783,70619,207493,100718,106775,94.33,2.94,22340
88年11月,信義區,11.2077,41,959,82678,241897,121065,120832,100.19,2.93,21583
88年11月,大安區,11.3614,54,1072,109295,316874,153605,163269,94.08,2.9,27890
88年11月,中山區,13.6821,40,904,78574,214586,104484,110102,94.9,2.73,15684
88年11月,中正區,7.6071,31,632,58034,165388,82218,83170,98.86,2.85,21741
88年11月,大同區,5.6815,26,629,42775,133457,67331,66126,101.82,3.12,23490
88年11月,萬華區,8.8522,36,751,69535,207955,106164,101791,104.3,2.99,23492
88年11月,文山區,31.509,37,1075,83544,248369,123769,124600,99.33,2.97,7882
88年11月,南港區,21.8424,18,454,35522,113002,57212,55790,102.55,3.18,5174
88年11月,內湖區,31.5787,29,859,80061,249138,123417,125721,98.17,3.11,7889
88年11月,士林區,62.3682,50,995,90805,295082,146327,148755,98.37,3.25,4731
88年11月,北投區,56.8216,40,854,77076,246628,122741,123887,99.07,3.2,4340
88年12月,總計,271.7997,435,9972,879156,2641312,1309434,1331878,98.31,3,9718
88年12月,松山區,9.2878,33,783,70680,207615,100733,106882,94.25,2.94,22354
88年12月,信義區,11.2077,41,959,82701,241917,121071,120846,100.19,2.93,21585
88年12月,大安區,11.3614,54,1072,109341,317110,153645,163465,93.99,2.9,27911
88年12月,中山區,13.6821,40,904,78550,214652,104490,110162,94.85,2.73,15689
88年12月,中正區,7.6071,31,637,58038,165324,82173,83151,98.82,2.85,21733
88年12月,大同區,5.6815,26,629,42841,133503,67331,66172,101.75,3.12,23498
88年12月,萬華區,8.8522,36,751,69582,207943,106167,101776,104.31,2.99,23491
88年12月,文山區,31.509,37,1075,83671,248602,123828,124774,99.24,2.97,7890
88年12月,南港區,21.8424,18,454,35525,113070,57242,55828,102.53,3.18,5177
88年12月,內湖區,31.5787,29,859,80236,249588,123614,125974,98.13,3.11,7904
88年12月,士林區,62.3682,50,995,90834,295209,146363,148846,98.33,3.25,4733
88年12月,北投區,56.8216,40,854,77157,246779,122777,124002,99.01,3.2,4343
89年1月,總計,271.7997,435,9977,879904,2643340,1310109,1333231,98.27,3,9725
89年1月,松山區,9.2878,33,783,70710,207743,100745,106998,94.16,2.94,22367
89年1月,信義區,11.2077,41,959,82710,241990,121038,120952,100.07,2.93,21591
89年1月,大安區,11.3614,54,1072,109404,317445,153775,163670,93.95,2.9,27941
89年1月,中山區,13.6821,40,905,78591,214709,104514,110195,94.84,2.73,15693
89年1月,中正區,7.6071,31,637,58038,165425,82220,83205,98.82,2.85,21746
89年1月,大同區,5.6815,26,629,42873,133560,67329,66231,101.66,3.12,23508
89年1月,萬華區,8.8522,36,751,69591,207891,106114,101777,104.26,2.99,23485
89年1月,文山區,31.509,37,1079,83820,249013,123995,125018,99.18,2.97,7903
89年1月,南港區,21.8424,18,454,35590,113122,57261,55861,102.51,3.18,5179
89年1月,內湖區,31.5787,29,859,80410,250115,123843,126272,98.08,3.11,7920
89年1月,士林區,62.3682,50,995,90900,295290,146392,148898,98.32,3.25,4735
89年1月,北投區,56.8216,40,854,77267,247037,122883,124154,98.98,3.2,4348
89年2月,總計,271.7997,435,9980,880280,2645593,1311095,1334498,98.25,3.01,9734
89年2月,松山區,9.2878,33,783,70720,207878,100812,107066,94.16,2.94,22382
89年2月,信義區,11.2077,41,959,82679,242064,121038,121026,100.01,2.93,21598
89年2月,大安區,11.3614,54,1072,109441,317856,153991,163865,93.97,2.9,27977
89年2月,中山區,13.6821,40,905,78541,214709,104442,110267,94.72,2.73,15693
89年2月,中正區,7.6071,31,637,58035,165597,82381,83216,99,2.85,21769
89年2月,大同區,5.6815,26,629,42898,133651,67358,66293,101.61,3.12,23524
89年2月,萬華區,8.8522,36,751,69649,207889,106102,101787,104.24,2.98,23484
89年2月,文山區,31.509,37,1082,83935,249407,124195,125212,99.19,2.97,7915
89年2月,南港區,21.8424,18,454,35642,113263,57297,55966,102.38,3.18,5185
89年2月,內湖區,31.5787,29,859,80496,250454,123995,126459,98.05,3.11,7931
